,14,4,17,9,15,16,11,12,19,7
14,,299,299,298,300,297,299,299,298,300
4,299,,298,299,299,298,300,300,297,299
17,299,298,,297,299,296,298,298,297,299
9,298,299,297,,298,297,299,299,296,298
15,300,299,299,298,,297,299,299,298,300
16,297,298,296,297,297,,298,298,295,297
11,299,300,298,299,299,298,,300,297,299
12,299,300,298,299,299,298,300,,297,299
19,298,297,297,296,298,295,297,297,,298
7,300,299,299,298,300,297,299,299,298,
