,14,4,17,9,15,16,11,12,19,7
14,,278,298,261,278,268,268,263,279,297
4,278,,278,278,259,279,279,277,261,277
17,298,278,,260,276,268,266,263,279,297
9,261,278,260,,250,263,263,267,247,259
15,278,259,276,250,,249,254,249,264,279
16,268,279,268,263,249,,264,261,258,267
11,268,279,266,263,254,264,,265,259,265
12,263,277,263,267,249,261,265,,251,262
19,279,261,279,247,264,258,259,251,,276
7,297,277,297,259,279,267,265,262,276,
